CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
42.53%              394.2MiB / 1.944GiB   19.80%              628MB / 496MB       0B / 0B             230
42.53%              394.2MiB / 1.944GiB   19.80%              628MB / 496MB       0B / 0B             230
42.84%              394.5MiB / 1.944GiB   19.82%              630MB / 498MB       0B / 0B             230
42.84%              394.5MiB / 1.944GiB   19.82%              630MB / 498MB       0B / 0B             230
41.27%              395.1MiB / 1.944GiB   19.85%              632MB / 499MB       0B / 0B             230
41.27%              395.1MiB / 1.944GiB   19.85%              632MB / 499MB       0B / 0B             230
43.68%              395.2MiB / 1.944GiB   19.85%              634MB / 501MB       0B / 0B             230
43.68%              395.2MiB / 1.944GiB   19.85%              634MB / 501MB       0B / 0B             230
42.69%              395.8MiB / 1.944GiB   19.89%              636MB / 503MB       0B / 0B             230
42.69%              395.8MiB / 1.944GiB   19.89%              636MB / 503MB       0B / 0B             230
42.54%              396MiB / 1.944GiB   19.90%              638MB / 504MB       0B / 0B             230
42.54%              396MiB / 1.944GiB   19.90%              638MB / 504MB       0B / 0B             230
44.95%              396.6MiB / 1.944GiB   19.93%              640MB / 506MB       0B / 0B             230
44.95%              396.6MiB / 1.944GiB   19.93%              640MB / 506MB       0B / 0B             230
41.84%              396.6MiB / 1.944GiB   19.93%              642MB / 508MB       0B / 0B             230
41.84%              396.6MiB / 1.944GiB   19.93%              642MB / 508MB       0B / 0B             230
43.17%              397.1MiB / 1.944GiB   19.95%              644MB / 509MB       0B / 0B             230
43.17%              397.1MiB / 1.944GiB   19.95%              644MB / 509MB       0B / 0B             230
44.61%              397.6MiB / 1.944GiB   19.97%              646MB / 511MB       0B / 0B             230
44.61%              397.6MiB / 1.944GiB   19.97%              646MB / 511MB       0B / 0B             230
44.94%              397.2MiB / 1.944GiB   19.96%              648MB / 513MB       0B / 0B             230
44.94%              397.2MiB / 1.944GiB   19.96%              648MB / 513MB       0B / 0B             230
41.61%              397.6MiB / 1.944GiB   19.97%              650MB / 514MB       0B / 0B             230
41.61%              397.6MiB / 1.944GiB   19.97%              650MB / 514MB       0B / 0B             230
42.27%              397.9MiB / 1.944GiB   19.99%              652MB / 516MB       0B / 0B             230
42.27%              397.9MiB / 1.944GiB   19.99%              652MB / 516MB       0B / 0B             230
44.56%              398.2MiB / 1.944GiB   20.01%              655MB / 518MB       0B / 0B             230
44.56%              398.2MiB / 1.944GiB   20.01%              655MB / 518MB       0B / 0B             230
41.98%              398.6MiB / 1.944GiB   20.03%              657MB / 519MB       0B / 0B             230
41.98%              398.6MiB / 1.944GiB   20.03%              657MB / 519MB       0B / 0B             230
44.11%              399MiB / 1.944GiB   20.04%              659MB / 521MB       0B / 0B             230
44.11%              399MiB / 1.944GiB   20.04%              659MB / 521MB       0B / 0B             230
43.74%              399.4MiB / 1.944GiB   20.06%              661MB / 523MB       0B / 0B             230
43.74%              399.4MiB / 1.944GiB   20.06%              661MB / 523MB       0B / 0B             230
44.71%              399.4MiB / 1.944GiB   20.07%              663MB / 524MB       0B / 0B             230
44.71%              399.4MiB / 1.944GiB   20.07%              663MB / 524MB       0B / 0B             230
40.80%              400MiB / 1.944GiB   20.09%              665MB / 526MB       0B / 0B             230
40.80%              400MiB / 1.944GiB   20.09%              665MB / 526MB       0B / 0B             230
42.30%              400.2MiB / 1.944GiB   20.11%              667MB / 527MB       0B / 0B             230
42.30%              400.2MiB / 1.944GiB   20.11%              667MB / 527MB       0B / 0B             230
42.08%              400.8MiB / 1.944GiB   20.14%              669MB / 529MB       0B / 0B             230
42.08%              400.8MiB / 1.944GiB   20.14%              669MB / 529MB       0B / 0B             230
44.05%              401MiB / 1.944GiB   20.14%              671MB / 531MB       0B / 0B             230
44.05%              401MiB / 1.944GiB   20.14%              671MB / 531MB       0B / 0B             230
39.87%              401.2MiB / 1.944GiB   20.16%              673MB / 532MB       0B / 0B             230
39.87%              401.2MiB / 1.944GiB   20.16%              673MB / 532MB       0B / 0B             230
42.94%              401.9MiB / 1.944GiB   20.19%              675MB / 534MB       0B / 0B             230
42.94%              401.9MiB / 1.944GiB   20.19%              675MB / 534MB       0B / 0B             230
40.85%              402MiB / 1.944GiB   20.20%              677MB / 536MB       0B / 0B             230
40.85%              402MiB / 1.944GiB   20.20%              677MB / 536MB       0B / 0B             230
44.24%              402.3MiB / 1.944GiB   20.21%              679MB / 537MB       0B / 0B             230
44.24%              402.3MiB / 1.944GiB   20.21%              679MB / 537MB       0B / 0B             230
43.47%              402.6MiB / 1.944GiB   20.23%              682MB / 539MB       0B / 0B             230
43.47%              402.6MiB / 1.944GiB   20.23%              682MB / 539MB       0B / 0B             230
40.00%              402.8MiB / 1.944GiB   20.24%              684MB / 541MB       0B / 0B             230
40.00%              402.8MiB / 1.944GiB   20.24%              684MB / 541MB       0B / 0B             230
41.81%              403.4MiB / 1.944GiB   20.27%              686MB / 542MB       0B / 0B             230
41.81%              403.4MiB / 1.944GiB   20.27%              686MB / 542MB       0B / 0B             230
41.68%              403.6MiB / 1.944GiB   20.28%              688MB / 544MB       0B / 0B             230
41.68%              403.6MiB / 1.944GiB   20.28%              688MB / 544MB       0B / 0B             230
42.11%              403.9MiB / 1.944GiB   20.29%              690MB / 546MB       0B / 0B             230
42.11%              403.9MiB / 1.944GiB   20.29%              690MB / 546MB       0B / 0B             230
42.55%              404.1MiB / 1.944GiB   20.30%              692MB / 547MB       0B / 0B             230
42.55%              404.1MiB / 1.944GiB   20.30%              692MB / 547MB       0B / 0B             230
41.43%              404.6MiB / 1.944GiB   20.33%              694MB / 549MB       0B / 0B             230
41.43%              404.6MiB / 1.944GiB   20.33%              694MB / 549MB       0B / 0B             230
42.10%              405.1MiB / 1.944GiB   20.35%              696MB / 551MB       0B / 0B             230
42.10%              405.1MiB / 1.944GiB   20.35%              696MB / 551MB       0B / 0B             230
40.95%              405.6MiB / 1.944GiB   20.38%              698MB / 552MB       0B / 0B             230
40.95%              405.6MiB / 1.944GiB   20.38%              698MB / 552MB       0B / 0B             230
42.22%              405.7MiB / 1.944GiB   20.38%              700MB / 554MB       0B / 0B             230
42.22%              405.7MiB / 1.944GiB   20.38%              700MB / 554MB       0B / 0B             230
42.35%              406MiB / 1.944GiB   20.40%              702MB / 555MB       0B / 0B             230
42.35%              406MiB / 1.944GiB   20.40%              702MB / 555MB       0B / 0B             230
41.17%              406.5MiB / 1.944GiB   20.42%              704MB / 557MB       0B / 0B             230
41.17%              406.5MiB / 1.944GiB   20.42%              704MB / 557MB       0B / 0B             230
41.97%              406.9MiB / 1.944GiB   20.44%              706MB / 559MB       0B / 0B             230
41.97%              406.9MiB / 1.944GiB   20.44%              706MB / 559MB       0B / 0B             230
42.47%              406.8MiB / 1.944GiB   20.44%              709MB / 560MB       0B / 0B             230
42.47%              406.8MiB / 1.944GiB   20.44%              709MB / 560MB       0B / 0B             230
41.44%              407.2MiB / 1.944GiB   20.46%              711MB / 562MB       0B / 0B             230
41.44%              407.2MiB / 1.944GiB   20.46%              711MB / 562MB       0B / 0B             230
42.24%              407.7MiB / 1.944GiB   20.48%              713MB / 564MB       0B / 0B             230
42.24%              407.7MiB / 1.944GiB   20.48%              713MB / 564MB       0B / 0B             230
41.46%              407.9MiB / 1.944GiB   20.49%              715MB / 565MB       0B / 0B             230
41.46%              407.9MiB / 1.944GiB   20.49%              715MB / 565MB       0B / 0B             230
41.28%              408.4MiB / 1.944GiB   20.52%              717MB / 567MB       0B / 0B             230
41.28%              408.4MiB / 1.944GiB   20.52%              717MB / 567MB       0B / 0B             230
41.17%              408.6MiB / 1.944GiB   20.53%              719MB / 569MB       0B / 0B             230
41.17%              408.6MiB / 1.944GiB   20.53%              719MB / 569MB       0B / 0B             230
44.02%              408.9MiB / 1.944GiB   20.54%              721MB / 570MB       0B / 0B             230
44.02%              408.9MiB / 1.944GiB   20.54%              721MB / 570MB       0B / 0B             230
40.23%              409.4MiB / 1.944GiB   20.57%              723MB / 572MB       0B / 0B             230
40.23%              409.4MiB / 1.944GiB   20.57%              723MB / 572MB       0B / 0B             230
42.82%              409.4MiB / 1.944GiB   20.57%              725MB / 574MB       0B / 0B             230
42.82%              409.4MiB / 1.944GiB   20.57%              725MB / 574MB       0B / 0B             230
44.59%              409.9MiB / 1.944GiB   20.59%              727MB / 575MB       0B / 0B             230
44.59%              409.9MiB / 1.944GiB   20.59%              727MB / 575MB       0B / 0B             230
42.23%              410.1MiB / 1.944GiB   20.61%              729MB / 577MB       0B / 0B             230
42.23%              410.1MiB / 1.944GiB   20.61%              729MB / 577MB       0B / 0B             230
41.87%              410.5MiB / 1.944GiB   20.62%              731MB / 579MB       0B / 0B             230
41.87%              410.5MiB / 1.944GiB   20.62%              731MB / 579MB       0B / 0B             230
42.09%              411.1MiB / 1.944GiB   20.65%              734MB / 580MB       0B / 0B             230
42.09%              411.1MiB / 1.944GiB   20.65%              734MB / 580MB       0B / 0B             230
40.10%              411.1MiB / 1.944GiB   20.65%              736MB / 582MB       0B / 0B             230
40.10%              411.1MiB / 1.944GiB   20.65%              736MB / 582MB       0B / 0B             230
40.99%              411.5MiB / 1.944GiB   20.67%              738MB / 584MB       0B / 0B             230
40.99%              411.5MiB / 1.944GiB   20.67%              738MB / 584MB       0B / 0B             230
41.19%              412MiB / 1.944GiB   20.70%              740MB / 585MB       0B / 0B             230
41.19%              412MiB / 1.944GiB   20.70%              740MB / 585MB       0B / 0B             230
40.81%              412.1MiB / 1.944GiB   20.70%              742MB / 587MB       0B / 0B             230
40.81%              412.1MiB / 1.944GiB   20.70%              742MB / 587MB       0B / 0B             230
41.76%              412.5MiB / 1.944GiB   20.72%              744MB / 589MB       0B / 0B             230
41.76%              412.5MiB / 1.944GiB   20.72%              744MB / 589MB       0B / 0B             230
43.54%              413MiB / 1.944GiB   20.75%              746MB / 590MB       0B / 0B             230
43.54%              413MiB / 1.944GiB   20.75%              746MB / 590MB       0B / 0B             230
38.70%              413.2MiB / 1.944GiB   20.76%              748MB / 592MB       0B / 0B             230
38.70%              413.2MiB / 1.944GiB   20.76%              748MB / 592MB       0B / 0B             230
41.10%              413.6MiB / 1.944GiB   20.78%              750MB / 593MB       0B / 0B             230
41.10%              413.6MiB / 1.944GiB   20.78%              750MB / 593MB       0B / 0B             230
40.88%              413.7MiB / 1.944GiB   20.79%              752MB / 595MB       0B / 0B             230
40.88%              413.7MiB / 1.944GiB   20.79%              752MB / 595MB       0B / 0B             230
42.33%              413.8MiB / 1.944GiB   20.79%              754MB / 597MB       0B / 0B             230
42.33%              413.8MiB / 1.944GiB   20.79%              754MB / 597MB       0B / 0B             230
43.53%              414.4MiB / 1.944GiB   20.82%              756MB / 598MB       0B / 0B             230
43.53%              414.4MiB / 1.944GiB   20.82%              756MB / 598MB       0B / 0B             230
40.18%              414.8MiB / 1.944GiB   20.84%              758MB / 600MB       0B / 0B             230
40.18%              414.8MiB / 1.944GiB   20.84%              758MB / 600MB       0B / 0B             230
41.77%              415.2MiB / 1.944GiB   20.86%              760MB / 602MB       0B / 0B             230
41.77%              415.2MiB / 1.944GiB   20.86%              760MB / 602MB       0B / 0B             230
41.26%              415.7MiB / 1.944GiB   20.88%              763MB / 603MB       0B / 0B             230
41.26%              415.7MiB / 1.944GiB   20.88%              763MB / 603MB       0B / 0B             230
42.30%              416.1MiB / 1.944GiB   20.91%              765MB / 605MB       0B / 0B             230
42.30%              416.1MiB / 1.944GiB   20.91%              765MB / 605MB       0B / 0B             230
40.88%              416.3MiB / 1.944GiB   20.91%              767MB / 607MB       0B / 0B             230
40.88%              416.3MiB / 1.944GiB   20.91%              767MB / 607MB       0B / 0B             230
41.19%              416.5MiB / 1.944GiB   20.93%              769MB / 608MB       0B / 0B             230
41.19%              416.5MiB / 1.944GiB   20.93%              769MB / 608MB       0B / 0B             230
42.21%              417MiB / 1.944GiB   20.95%              771MB / 610MB       0B / 0B             230
42.21%              417MiB / 1.944GiB   20.95%              771MB / 610MB       0B / 0B             230
40.69%              417.5MiB / 1.944GiB   20.98%              773MB / 612MB       0B / 0B             230
40.69%              417.5MiB / 1.944GiB   20.98%              773MB / 612MB       0B / 0B             230
42.58%              417.7MiB / 1.944GiB   20.98%              775MB / 613MB       0B / 0B             230
42.58%              417.7MiB / 1.944GiB   20.98%              775MB / 613MB       0B / 0B             230
41.03%              418MiB / 1.944GiB   21.00%              777MB / 615MB       0B / 0B             230
41.03%              418MiB / 1.944GiB   21.00%              777MB / 615MB       0B / 0B             230
44.93%              418.4MiB / 1.944GiB   21.02%              779MB / 617MB       0B / 0B             230
44.93%              418.4MiB / 1.944GiB   21.02%              779MB / 617MB       0B / 0B             230
42.17%              418.6MiB / 1.944GiB   21.03%              781MB / 618MB       0B / 0B             230
42.17%              418.6MiB / 1.944GiB   21.03%              781MB / 618MB       0B / 0B             230
46.78%              419.2MiB / 1.944GiB   21.06%              783MB / 620MB       0B / 0B             230
46.78%              419.2MiB / 1.944GiB   21.06%              783MB / 620MB       0B / 0B             230
45.16%              419.4MiB / 1.944GiB   21.07%              786MB / 622MB       0B / 0B             230
45.16%              419.4MiB / 1.944GiB   21.07%              786MB / 622MB       0B / 0B             230
46.32%              419.7MiB / 1.944GiB   21.08%              788MB / 623MB       0B / 0B             230
46.32%              419.7MiB / 1.944GiB   21.08%              788MB / 623MB       0B / 0B             230
36.59%              420.3MiB / 1.944GiB   21.12%              790MB / 625MB       0B / 0B             230
36.59%              420.3MiB / 1.944GiB   21.12%              790MB / 625MB       0B / 0B             230
54.24%              420.3MiB / 1.944GiB   21.11%              792MB / 627MB       0B / 0B             230
54.24%              420.3MiB / 1.944GiB   21.11%              792MB / 627MB       0B / 0B             230
54.24%              420.3MiB / 1.944GiB   21.11%              792MB / 627MB       0B / 0B             230
43.08%              420.6MiB / 1.944GiB   21.13%              794MB / 628MB       0B / 0B             230
43.44%              420.7MiB / 1.944GiB   21.13%              796MB / 630MB       0B / 0B             230
